FeatureCode,DateCode,Measurement,Units,Value,Waste Management,Waste Category
S12000050,2014,Count,Tonnes,0,Landfilled,"Metallic wastes, mixed ferrous and non-ferrous"
S12000039,2014,Count,Tonnes,0,Other Diversion,Soils
S12000033,2014,Count,Tonnes,0,Waste Generated,Combustion wastes
S12000039,2014,Count,Tonnes,0,Other Diversion,"Metallic wastes, ferrous"
S12000033,2014,Count,Tonnes,0,Other Diversion,Rubber wastes
S12000034,2014,Count,Tonnes,0,Other Diversion,Soils
S12000034,2014,Count,Tonnes,2167,Recycled,Soils
S12000050,2014,Count,Tonnes,4,Recycled,Batteries and accumulators wastes
S12000050,2014,Count,Tonnes,90,Recycled (pre 2014 method),Used oils
S12000033,2014,Count,Tonnes,0,Landfilled,Used oils
S12000034,2014,Count,Tonnes,0,Waste Generated,Discarded vehicles
S12000050,2014,Count,Tonnes,0,Landfilled,"Metallic wastes, non-ferrous"
S12000033,2014,Count,Tonnes,1171,Recycled (pre 2014 method),"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000033,2014,Count,Tonnes,384,Recycled,"Metallic wastes, ferrous"
S12000034,2014,Count,Tonnes,52478,Recycled,Total Waste
S12000033,2014,Count,Tonnes,0,Landfilled,Paper and cardboard wastes
S12000034,2014,Count,Tonnes,0,Other Diversion (pre 2014 method),Chemical wastes
S12000039,2014,Count,Tonnes,4600,Recycled,Vegetal wastes
S12000050,2014,Count,Tonnes,0,Recycled (pre 2014 method),Combustion wastes
S12000033,2014,Count,Tonnes,0,Other Diversion (pre 2014 method),"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000039,2014,Count,Tonnes,81,Recycled (pre 2014 method),Textile wastes
S12000034,2014,Count,Tonnes,6133,Waste Generated,Mixed and undifferentiated materials
S12000033,2014,Count,Tonnes,0,Other Diversion (pre 2014 method),Paper and cardboard wastes
S12000034,2014,Count,Tonnes,52478,Recycled (pre 2014 method),Total Waste
S12000034,2014,Count,Tonnes,0,Other Diversion (pre 2014 method),Textile wastes
S12000039,2014,Count,Tonnes,0,Other Diversion (pre 2014 method),Vegetal wastes
S12000033,2014,Count,Tonnes,3259,Waste Generated,Glass wastes
S12000034,2014,Count,Tonnes,0,Other Diversion (pre 2014 method),Discarded vehicles
S12000033,2014,Count,Tonnes,0,Other Diversion,Glass wastes
S12000039,2014,Count,Tonnes,0,Other Diversion (pre 2014 method),Soils
S12000039,2014,Count,Tonnes,0,Recycled,Combustion wastes
S12000034,2014,Count,Tonnes,0,Landfilled,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000034,2014,Count,Tonnes,34,Waste Generated,Chemical wastes
S12000033,2014,Count,Tonnes,5815,Waste Generated,Paper and cardboard wastes
S12000034,2014,Count,Tonnes,60,Landfilled,Mixed and undifferentiated materials
S12000050,2014,Count,Tonnes,0,Landfilled,Used oils
S12000050,2014,Count,Tonnes,0,Landfilled,Batteries and accumulators wastes
S12000039,2014,Count,Tonnes,0,Recycled,Used oils
S12000039,2014,Count,Tonnes,4975,Waste Generated,Mixed and undifferentiated materials
S12000033,2014,Count,Tonnes,30,Recycled,Mixed and undifferentiated materials
S12000039,2014,Count,Tonnes,3886,Recycled (pre 2014 method),Paper and cardboard wastes
S12000033,2014,Count,Tonnes,0,Other Diversion (pre 2014 method),Combustion wastes
S12000033,2014,Count,Tonnes,30,Recycled (pre 2014 method),Mixed and undifferentiated materials
S12000034,2014,Count,Tonnes,3614,Recycled,Animal and mixed food waste
S12000050,2014,Count,Tonnes,0,Other Diversion,Paper and cardboard wastes
S12000033,2014,Count,Tonnes,92,Landfilled,Mixed and undifferentiated materials
S12000033,2014,Count,Tonnes,0,Other Diversion,Combustion wastes
S12000039,2014,Count,Tonnes,0,Recycled,Chemical wastes
S12000033,2014,Count,Tonnes,0,Other Diversion (pre 2014 method),Batteries and accumulators wastes
S12000039,2014,Count,Tonnes,1303,Recycled,Plastic wastes
S12000050,2014,Count,Tonnes,503,Recycled (pre 2014 method),"Metallic wastes, non-ferrous"
S12000050,2014,Count,Tonnes,0,Other Diversion (pre 2014 method),Batteries and accumulators wastes
S12000039,2014,Count,Tonnes,0,Other Diversion,Vegetal wastes
S12000033,2014,Count,Tonnes,3790,Recycled (pre 2014 method),Glass wastes
S12000033,2014,Count,Tonnes,0,Other Diversion,Used oils
S12000050,2014,Count,Tonnes,0,Other Diversion (pre 2014 method),"Metallic wastes, ferrous"
S12000033,2014,Count,Tonnes,384,Recycled (pre 2014 method),"Metallic wastes, ferrous"
S12000034,2014,Ratio,Percentage,0,Other Diversion,Total Waste
S12000033,2014,Count,Tonnes,15,Waste Generated,Used oils
S12000033,2014,Count,Tonnes,0,Other Diversion (pre 2014 method),"Metallic wastes, mixed ferrous and non-ferrous"
S12000033,2014,Count,Tonnes,0,Other Diversion,Paper and cardboard wastes
S12000039,2014,Count,Tonnes,0,Other Diversion,Textile wastes
S12000039,2014,Count,Tonnes,99,Landfilled,Mixed and undifferentiated materials
S12000039,2014,Count,Tonnes,19,Landfilled,Combustion wastes
S12000039,2014,Count,Tonnes,0,Other Diversion (pre 2014 method),Batteries and accumulators wastes
S12000039,2014,Count,Tonnes,756,Other Diversion,Mixed and undifferentiated materials
S12000034,2014,Count,Tonnes,0,Landfilled,"Metallic wastes, non-ferrous"
S12000034,2014,Count,Tonnes,752,Recycled,Plastic wastes
S12000034,2014,Count,Tonnes,42,Recycled,Household and similar wastes
S12000033,2014,Count,Tonnes,0,Other Diversion,Textile wastes
S12000034,2014,Count,Tonnes,3614,Waste Generated,Animal and mixed food waste
S12000039,2014,Count,Tonnes,0,Other Diversion,Animal and mixed food waste
S12000034,2014,Count,Tonnes,0,Landfilled,Animal and mixed food waste
S12000039,2014,Count,Tonnes,81,Recycled,Textile wastes
S12000033,2014,Count,Tonnes,36742,Recycled,Total Waste
S12000033,2014,Count,Tonnes,0,Waste Generated,Plastic wastes
S12000050,2014,Count,Tonnes,5067,Other Diversion,Household and similar wastes
S12000034,2014,Count,Tonnes,10310,Recycled,Vegetal wastes
S12000050,2014,Count,Tonnes,6355,Waste Generated,Animal and mixed food waste
S12000039,2014,Count,Tonnes,1440,Recycled (pre 2014 method),Animal and mixed food waste
S12000039,2014,Count,Tonnes,673,Waste Generated,Glass wastes
S12000033,2014,Count,Tonnes,0,Landfilled,Textile wastes
S12000033,2014,Ratio,Percentage,38,Recycled,Total Waste
S12000033,2014,Count,Tonnes,0,Landfilled,"Metallic wastes, non-ferrous"
S12000033,2014,Ratio,Percentage,38,Recycled (pre 2014 method),Total Waste
S12000039,2014,Count,Tonnes,0,Other Diversion,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000033,2014,Count,Tonnes,0,Other Diversion (pre 2014 method),Rubber wastes
S12000033,2014,Count,Tonnes,0,Landfilled,Wood wastes
S12000033,2014,Count,Tonnes,745,Recycled,Textile wastes
S12000033,2014,Count,Tonnes,0,Landfilled,Rubber wastes
S12000039,2014,Count,Tonnes,18,Other Diversion,"Metallic wastes, mixed ferrous and non-ferrous"
S12000033,2014,Count,Tonnes,0,Other Diversion,Plastic wastes
S12000039,2014,Count,Tonnes,81,Waste Generated,Textile wastes
S12000050,2014,Count,Tonnes,0,Waste Generated,Soils
S12000033,2014,Count,Tonnes,96130,Waste Generated,Total Waste
S12000039,2014,Count,Tonnes,1840,Recycled,Mineral waste from construction and demolition
S12000050,2014,Count,Tonnes,76096,Landfilled,Household and similar wastes
S12000033,2014,Count,Tonnes,0,Landfilled,Chemical wastes
S12000034,2014,Count,Tonnes,0,Other Diversion,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000039,2014,Count,Tonnes,0,Landfilled,"Metallic wastes, mixed ferrous and non-ferrous"
S12000039,2014,Count,Tonnes,600,Recycled (pre 2014 method),Household and similar wastes
S12000039,2014,Count,Tonnes,24986,Waste Generated,Household and similar wastes
S12000034,2014,Count,Tonnes,2411,Recycled,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000033,2014,Count,Tonnes,0,Other Diversion,Discarded vehicles
S12000033,2014,Count,Tonnes,0,Waste Generated,Discarded vehicles
S12000039,2014,Count,Tonnes,1840,Recycled (pre 2014 method),Mineral waste from construction and demolition
S12000033,2014,Count,Tonnes,0,Recycled (pre 2014 method),Discarded vehicles
S12000039,2014,Count,Tonnes,659,Recycled,"Metallic wastes, mixed ferrous and non-ferrous"
S12000039,2014,Count,Tonnes,756,Other Diversion (pre 2014 method),Mixed and undifferentiated materials
S12000050,2014,Count,Tonnes,5067,Other Diversion (pre 2014 method),Household and similar wastes
S12000039,2014,Count,Tonnes,1464,Other Diversion,Household and similar wastes
S12000033,2014,Ratio,Percentage,0,Other Diversion,Total Waste
S12000033,2014,Count,Tonnes,59102,Landfilled,Total Waste
S12000039,2014,Count,Tonnes,1440,Recycled,Animal and mixed food waste
S12000034,2014,Count,Tonnes,0,Landfilled,Combustion wastes
S12000033,2014,Count,Tonnes,0,Waste Generated,Rubber wastes
S12000033,2014,Count,Tonnes,0,Other Diversion,"Metallic wastes, non-ferrous"
S12000033,2014,Count,Tonnes,0,Landfilled,Plastic wastes
S12000039,2014,Ratio,Percentage,6,Other Diversion,Total Waste
S12000033,2014,Count,Tonnes,745,Recycled (pre 2014 method),Textile wastes
S12000034,2014,Count,Tonnes,0,Other Diversion,Health care and biological wastes
S12000050,2014,Count,Tonnes,6355,Recycled,Animal and mixed food waste
S12000039,2014,Count,Tonnes,0,Other Diversion (pre 2014 method),Animal and mixed food waste
S12000039,2014,Count,Tonnes,673,Recycled,Glass wastes
S12000039,2014,Count,Tonnes,673,Recycled (pre 2014 method),Glass wastes
S12000030,2014,Count,Tonnes,498,Waste Generated,Soils
S12000039,2014,Count,Tonnes,0,Other Diversion,Mineral waste from construction and demolition
S12000030,2014,Count,Tonnes,1375,Recycled,Wood wastes
S12000030,2014,Count,Tonnes,1788,Recycled,Animal and mixed food waste
S12000050,2014,Count,Tonnes,0,Other Diversion (pre 2014 method),Health care and biological wastes
S12000039,2014,Count,Tonnes,0,Other Diversion (pre 2014 method),Glass wastes
S12000039,2014,Count,Tonnes,0,Landfilled,Mineral waste from construction and demolition
S12000050,2014,Count,Tonnes,721,Other Diversion (pre 2014 method),Combustion wastes
S12000030,2014,Count,Tonnes,0,Other Diversion,Mixed and undifferentiated materials
S12000030,2014,Ratio,Percentage,4,Other Diversion,Total Waste
S12000039,2014,Count,Tonnes,2104,Recycled,Wood wastes
S12000050,2014,Count,Tonnes,81801,Landfilled,Total Waste
S12000039,2014,Count,Tonnes,600,Recycled,Household and similar wastes
S12000039,2014,Count,Tonnes,0,Landfilled,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000030,2014,Count,Tonnes,0,Other Diversion,Soils
S12000050,2014,Count,Tonnes,0,Recycled,Combustion wastes
S12000039,2014,Count,Tonnes,4521,Waste Generated,Vegetal wastes
S12000040,2014,Count,Tonnes,128,Other Diversion,Household and similar wastes
S12000034,2014,Count,Tonnes,6073,Recycled (pre 2014 method),Mixed and undifferentiated materials
S12000030,2014,Ratio,Percentage,53,Recycled,Total Waste
S12000040,2014,Count,Tonnes,1477,Recycled,Glass wastes
S12000030,2014,Count,Tonnes,0,Landfilled,Soils
S12000039,2014,Count,Tonnes,0,Recycled,Batteries and accumulators wastes
S12000050,2014,Count,Tonnes,1417,Recycled,"Metallic wastes, mixed ferrous and non-ferrous"
S12000034,2014,Count,Tonnes,0,Landfilled,Used oils
S12000030,2014,Count,Tonnes,21551,Recycled (pre 2014 method),Total Waste
S12000030,2014,Count,Tonnes,0,Other Diversion (pre 2014 method),Soils
S12000030,2014,Ratio,Percentage,53,Recycled (pre 2014 method),Total Waste
S12000039,2014,Count,Tonnes,0,Landfilled,Glass wastes
S12000030,2014,Count,Tonnes,630,Recycled (pre 2014 method),Soils
S12000030,2014,Count,Tonnes,2,Other Diversion (pre 2014 method),Combustion wastes
S12000050,2014,Count,Tonnes,16622,Waste Generated,Vegetal wastes
S12000034,2014,Count,Tonnes,36,Other Diversion,Combustion wastes
S12000039,2014,Count,Tonnes,0,Waste Generated,Used oils
S12000050,2014,Count,Tonnes,16758,Recycled,Vegetal wastes
S12000039,2014,Count,Tonnes,0,Waste Generated,Batteries and accumulators wastes
S12000039,2014,Count,Tonnes,412,Waste Generated,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000039,2014,Count,Tonnes,315,Waste Generated,"Metallic wastes, mixed ferrous and non-ferrous"
S12000039,2014,Count,Tonnes,183,Other Diversion (pre 2014 method),Combustion wastes
S12000050,2014,Count,Tonnes,162,Other Diversion,Vegetal wastes
S12000050,2014,Count,Tonnes,0,Other Diversion (pre 2014 method),Soils
S12000030,2014,Count,Tonnes,8309,Recycled (pre 2014 method),Vegetal wastes
S12000034,2014,Count,Tonnes,0,Landfilled,Health care and biological wastes
S12000030,2014,Count,Tonnes,8309,Recycled,Vegetal wastes
S12000030,2014,Count,Tonnes,2,Other Diversion,Combustion wastes
S12000030,2014,Count,Tonnes,0,Landfilled,Vegetal wastes
S12000030,2014,Count,Tonnes,0,Other Diversion (pre 2014 method),Wood wastes
S12000050,2014,Count,Tonnes,0,Other Diversion,Animal and mixed food waste
S12000030,2014,Count,Tonnes,0,Other Diversion,Wood wastes
S12000039,2014,Count,Tonnes,0,Other Diversion,Rubber wastes
S12000030,2014,Count,Tonnes,1811,Other Diversion (pre 2014 method),Total Waste
S12000030,2014,Count,Tonnes,1811,Other Diversion,Total Waste
S12000034,2014,Count,Tonnes,2167,Recycled (pre 2014 method),Soils
S12000030,2014,Count,Tonnes,450,Landfilled,Combustion wastes
S12000039,2014,Count,Tonnes,0,Other Diversion (pre 2014 method),Used oils
S12000030,2014,Ratio,Percentage,4,Other Diversion (pre 2014 method),Total Waste
S12000030,2014,Count,Tonnes,8309,Waste Generated,Vegetal wastes
S12000033,2014,Count,Tonnes,0,Other Diversion,Mineral waste from construction and demolition
S12000033,2014,Count,Tonnes,2930,Recycled (pre 2014 method),Mineral waste from construction and demolition
S12000039,2014,Count,Tonnes,0,Other Diversion (pre 2014 method),Rubber wastes
S12000034,2014,Count,Tonnes,6334,Recycled,Mineral waste from construction and demolition
S12000033,2014,Count,Tonnes,0,Landfilled,Soils
S12000034,2014,Count,Tonnes,2167,Waste Generated,Soils
S12000039,2014,Count,Tonnes,0,Recycled (pre 2014 method),Discarded vehicles
S12000033,2014,Count,Tonnes,193,Other Diversion (pre 2014 method),Household and similar wastes
S12000039,2014,Count,Tonnes,0,Landfilled,Plastic wastes
S12000050,2014,Count,Tonnes,0,Other Diversion,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000034,2014,Count,Tonnes,752,Recycled (pre 2014 method),Plastic wastes
S12000033,2014,Count,Tonnes,2930,Recycled,Mineral waste from construction and demolition
S12000033,2014,Count,Tonnes,193,Other Diversion,Household and similar wastes
S12000039,2014,Count,Tonnes,0,Other Diversion,Health care and biological wastes
S12000033,2014,Count,Tonnes,0,Other Diversion,Vegetal wastes
S12000033,2014,Count,Tonnes,744,Recycled,Plastic wastes
S12000050,2014,Count,Tonnes,2335,Recycled (pre 2014 method),"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000033,2014,Count,Tonnes,0,Other Diversion,Chemical wastes
S12000039,2014,Ratio,Percentage,50,Landfilled,Total Waste
S12000039,2014,Count,Tonnes,0,Waste Generated,Combustion wastes
S12000033,2014,Count,Tonnes,0,Other Diversion,Wood wastes
S12000034,2014,Count,Tonnes,34,Recycled,Chemical wastes
S12000033,2014,Count,Tonnes,12239,Recycled,Vegetal wastes
S12000039,2014,Count,Tonnes,2421,Other Diversion,Total Waste
S12000039,2014,Count,Tonnes,0,Recycled (pre 2014 method),Health care and biological wastes
S12000039,2014,Count,Tonnes,0,Other Diversion,Discarded vehicles
S12000033,2014,Count,Tonnes,183,Recycled,"Metallic wastes, non-ferrous"
S12000033,2014,Count,Tonnes,286,Other Diversion (pre 2014 method),Total Waste
S12000033,2014,Ratio,Percentage,0,Other Diversion (pre 2014 method),Total Waste
S12000033,2014,Count,Tonnes,15,Recycled,Used oils
S12000033,2014,Count,Tonnes,0,Waste Generated,"Metallic wastes, ferrous"
S12000034,2014,Count,Tonnes,0,Recycled,Health care and biological wastes
S12000050,2014,Count,Tonnes,2293,Waste Generated,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000039,2014,Count,Tonnes,0,Other Diversion (pre 2014 method),Wood wastes
S12000033,2014,Count,Tonnes,7251,Recycled,Paper and cardboard wastes
S12000050,2014,Count,Tonnes,675,Waste Generated,Paper and cardboard wastes
S12000034,2014,Ratio,Percentage,40,Recycled,Total Waste
S12000034,2014,Count,Tonnes,78892,Waste Generated,Household and similar wastes
S12000039,2014,Count,Tonnes,0,Landfilled,Wood wastes
S12000033,2014,Count,Tonnes,0,Recycled,Household and similar wastes
S12000034,2014,Count,Tonnes,0,Waste Generated,Combustion wastes
S12000033,2014,Count,Tonnes,12239,Recycled (pre 2014 method),Vegetal wastes
S12000050,2014,Count,Tonnes,0,Landfilled,Textile wastes
S12000050,2014,Count,Tonnes,7570,Recycled (pre 2014 method),Wood wastes
S12000033,2014,Count,Tonnes,0,Recycled (pre 2014 method),Soils
S12000034,2014,Count,Tonnes,0,Landfilled,Soils
S12000033,2014,Count,Tonnes,0,Recycled,Soils
S12000039,2014,Count,Tonnes,1303,Recycled (pre 2014 method),Plastic wastes
S12000039,2014,Count,Tonnes,0,Recycled (pre 2014 method),Chemical wastes
S12000039,2014,Count,Tonnes,0,Recycled,Health care and biological wastes
S12000034,2014,Count,Tonnes,0,Other Diversion,Plastic wastes
S12000033,2014,Count,Tonnes,0,Other Diversion (pre 2014 method),"Metallic wastes, ferrous"
S12000039,2014,Count,Tonnes,3886,Recycled,Paper and cardboard wastes
S12000033,2014,Count,Tonnes,15,Recycled (pre 2014 method),Used oils
S12000039,2014,Count,Tonnes,0,Other Diversion,Plastic wastes
S12000033,2014,Count,Tonnes,59778,Waste Generated,Household and similar wastes
S12000039,2014,Count,Tonnes,130,Waste Generated,Paper and cardboard wastes
S12000039,2014,Count,Tonnes,0,Other Diversion,Wood wastes
S12000033,2014,Count,Tonnes,0,Other Diversion (pre 2014 method),Chemical wastes
S12000039,2014,Count,Tonnes,0,Other Diversion,Glass wastes
S12000033,2014,Count,Tonnes,286,Other Diversion,Total Waste
S12000050,2014,Count,Tonnes,0,Landfilled,Soils
S12000039,2014,Count,Tonnes,412,Recycled,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000033,2014,Count,Tonnes,0,Other Diversion (pre 2014 method),Discarded vehicles
S12000034,2014,Count,Tonnes,0,Other Diversion,Discarded vehicles
